"","Codi.districte","Codi.barri","Codi.carrer","Num.postal.caption","Descripció.dia.setmana","NK.Any","Nom.mes","Dia.de.mes","Hora.de.dia","Descripció.causa.vianant","Desc..Tipus.vehicle.implicat","Descripció.sexe","Descripció.tipus.persona","Edat","Descripció.victimització","Coordenada.UTM..Y.","Coordenada.UTM..X."
"3",10,64,224802,"0030 0030","Dimarts",2015,"Desembre",22,2,"No és causa del  vianant","Motocicleta","Home","Conductor",49,"Ferit lleu",4585145.1,431990.72
"4",10,64,134801,"0216 0216","Dimarts",2015,"Abril",7,5,"Creuar per fora pas de vianants","Motocicleta","Home","Vianant",13,"Ferit lleu",4585448,431799.95
"5",10,64,95506,"0028 0028","Dimecres",2015,"Novembre",25,2,"No és causa del  vianant","Motocicleta","Home","Conductor",49,"Ferit lleu",4585215.2,431576.37
"7",10,64,194406,"0005 0005","Diumenge",2015,"Febrer",1,4,"No és causa del  vianant","Motocicleta","Home","Passatger",33,"Ferit lleu",4585194.82,431644.1
"9",10,64,161407,"0255X0255X","Dimarts",2015,"Setembre",29,2,"Altres","Motocicleta","Home","Conductor",49,"Ferit lleu",4585204.89,431517.12
"10",10,64,297001,"0350 0350","Dimecres",2015,"Abril",8,10,"No és causa del  vianant","Motocicleta","Home","Conductor",23,"Ferit lleu",4585407.65,431582.74
"11",10,64,194406,"0048 0050","Dijous",2015,"Novembre",19,7,"No és causa del  vianant","Motocicleta","Home","Conductor",31,"Ferit lleu",4585416.36,431629.04
"12",10,64,297001,"0352 0354","Dimecres",2015,"Març",11,8,"No és causa del  vianant","Motocicleta","Home","Conductor",31,"Ferit lleu",4585458.06,431634.78
"14",10,64,161407,"0252 0252","Dimecres",2015,"Setembre",23,12,"No és causa del  vianant","Motocicleta","Home","Conductor",19,"Ferit lleu",4585099.12,431447.19
"15",10,64,161101,"0357 0357","Dimecres",2015,"Març",4,10,"No és causa del  vianant","Autobús","Home","Passatger",80,"Ferit lleu",4584908.45,431479.52
"16",10,64,289105,"0537 0537","Dimecres",2015,"Gener",7,10,"No és causa del  vianant","Motocicleta","Home","Conductor",32,"Ferit lleu",4584859.12,431564.42
"19",10,64,286300,"0051 0051","Dimarts",2015,"Gener",27,11,"No és causa del  vianant","Bicicleta","Home","Conductor",18,"Ferit lleu",4584826.12,431819.65
"20",10,64,350308,"0563 0563","Divendres",2015,"Novembre",27,8,"No és causa del  vianant","Motocicleta","Home","Conductor",58,"Ferit lleu",4584545.45,431816.61
"22",10,64,161101,"0267 0267","Dimecres",2015,"Abril",22,3,"No és causa del  vianant","Motocicleta","Home","Conductor",33,"Ferit lleu",4584465.25,431909.55
"23",10,65,226400,"0239 0241","Divendres",2015,"Juny",12,11,"No és causa del  vianant","Ciclomotor","Home","Conductor",34,"Ferit lleu",4585038.2,432461.48
"25",10,65,115603,"0267 0269","Diumenge",2015,"Novembre",22,10,"No és causa del  vianant","Motocicleta","Home","Conductor",20,"Ferit lleu",4585118.68,432760.33
"26",10,65,18505,"0611 0617","Dissabte",2015,"Gener",3,2,"No és causa del  vianant","Motocicleta","Home","Conductor",32,"Ferit lleu",4584721.08,432178.22
"27",10,65,350308,"0620 0626","Dilluns",2015,"Juliol",6,1,"No és causa del  vianant","Motocicleta","Home","Conductor",30,"Ferit lleu",4584886.86,432198.76
"29",10,65,42306,"0199 0199","Dimarts",2015,"Gener",27,2,"No és causa del  vianant","Furgoneta","Home","Vianant",4,"Ferit lleu",4584752.25,432742.05
"31",10,65,209900,"0180 0180","Dissabte",2015,"Juny",20,5,"No és causa del  vianant","Motocicleta","Home","Passatger",9,"Ferit lleu",4585034.63,432170.24
"32",10,65,115603,"0287 0291","Dimecres",2015,"Setembre",16,3,"No és causa del  vianant","Turismo","Home","Conductor",33,"Ferit lleu",4585214.2,432663.12
"33",10,65,115603,"0287 0291","Dilluns",2015,"Juny",29,8,"No és causa del  vianant","Motocicleta","Home","Conductor",30,"Ferit lleu",4585214.2,432663.12
"35",10,65,209900,"0184 0186","Dilluns",2015,"Juliol",20,2,"No és causa del  vianant","Ciclomotor","Home","Conductor",44,"Ferit lleu",4585096.58,432163.54
"36",10,65,209900,"0198 0198","Dimecres",2015,"Juny",3,9,"No és causa del  vianant","Bicicleta","Home","Conductor",34,"Ferit lleu",4585230.06,432171.99
"37",10,65,209900,"0198 0198","Dimecres",2015,"Maig",13,6,"No és causa del  vianant","Motocicleta","Home","Conductor",38,"Ferit lleu",4585230.06,432171.99
"38",10,65,18505,"0641B0641B","Dijous",2015,"Octubre",22,8,"No és causa del  vianant","Motocicleta","Home","Conductor",28,"Ferit lleu",4584939.5,432399.7
"42",10,72,30409,"0178 0178","Dilluns",2015,"Març",2,11,"No és causa del  vianant","Ciclomotor","Home","Conductor",52,"Ferit lleu",4585093.22,433011.99
"43",10,72,104200,"0013 0013","Dimecres",2015,"Desembre",9,6,"No és causa del  vianant","Motocicleta","Home","Conductor",22,"Ferit lleu",4585514.34,432844.22
"47",10,72,153205,"0029 0033","Dijous",2015,"Març",26,1,"No és causa del  vianant","Turismo","Home","Conductor",26,"Ferit lleu",4585333.76,432801.94
"49",10,72,153205,"0017 0017","Diumenge",2015,"Setembre",27,1,"No és causa del  vianant","Turismo","Home","Conductor",54,"Ferit lleu",4585234.66,432700.29
"52",10,65,89004,"0611 0611","Dissabte",2015,"Març",7,8,"No és causa del  vianant","Turismo","Home","Conductor",56,"Ferit lleu",4584356.67,432002.87
"53",10,65,105304,"0208 0208","Dijous",2015,"Abril",9,3,"No és causa del  vianant","Turismo","Home","Conductor",36,"Ferit lleu",4584351.74,431862.24
"54",10,65,146902,"0019 0019","Dissabte",2015,"Abril",4,10,"No és causa del  vianant","Motocicleta","Home","Conductor",24,"Ferit lleu",4584181.5,432172.41
"55",10,65,161101,"0261 0261","Dimecres",2015,"Juny",10,11,"No és causa del  vianant","Turismo","Home","Conductor",53,"Ferit lleu",4584412.8,431960.88
"56",10,65,161101,"0265B0265B","Dissabte",2015,"Juliol",11,10,"No és causa del  vianant","Motocicleta","Home","Conductor",56,"Ferit lleu",4584429.58,431934.23
"57",10,65,169409,"0823 0823","Dissabte",2015,"Novembre",14,4,"No és causa del  vianant","Motocicleta","Home","Conductor",28,"Ferit lleu",4584197.87,432229.7
"59",10,65,169409,"0823 0823","Dimecres",2015,"Abril",15,3,"No és causa del  vianant","Motocicleta","Home","Conductor",27,"Ferit lleu",4584197.87,432229.7
"61",10,72,153205,"0018 0022","Dimarts",2015,"Abril",14,10,"No és causa del  vianant","Motocicleta","Home","Conductor",38,"Ferit lleu",4585208.56,432734.53
"63",10,73,60807,"0073 0073","Dimecres",2015,"Desembre",2,8,"No és causa del  vianant","Motocicleta","Home","Conductor",24,"Ferit lleu",4586342.73,433148.29
"64",10,72,169409,"1095 1095","Dilluns",2015,"Maig",11,9,"No és causa del  vianant","Motocicleta","Home","Conductor",22,"Ferit lleu",4585546.55,433572.37
"65",10,73,318906,"0024 0024","Dimecres",2015,"Agost",19,1,"No és causa del  vianant","Furgoneta","Home","Conductor",44,"Ferit lleu",4586463.92,433283.65
"66",10,73,318906,"0033 0041","Divendres",2015,"Març",13,9,"No és causa del  vianant","Turismo","Home","Vianant",38,"Ferit lleu",4586419.27,433186.65
"67",10,73,153205,"0108 0108","Dilluns",2015,"Març",16,7,"No és causa del  vianant","Ciclomotor","Home","Conductor",48,"Ferit lleu",4585855.58,433395.88
"68",10,73,153205,"0108 0108","Dilluns",2015,"Març",16,7,"No és causa del  vianant","Motocicleta","Home","Conductor",18,"Ferit lleu",4585855.58,433395.88
"70",10,72,153205,"0106 0106","Dissabte",2015,"Agost",29,11,"No és causa del  vianant","Motocicleta","Home","Conductor",37,"Ferit lleu",4585827.78,433367.4
"72",10,73,318906,"0063A0063A","Dijous",2015,"Novembre",26,3,"No és causa del  vianant","Furgoneta","Home","Passatger",30,"Ferit lleu",4586886.49,433497.89
"73",10,73,266405,"0184 0186","Divendres",2015,"Febrer",20,12,"No és causa del  vianant","Turismo","Home","Passatger",22,"Ferit lleu",4586089.06,433743.37
"74",10,70,701449,"0013X0013X","Dilluns",2015,"Febrer",16,7,"No és causa del  vianant","Motocicleta","Home","Conductor",39,"Ferit lleu",4585158.54,434982.66
"77",10,70,94300,"0219 0223","Dimecres",2015,"Desembre",2,10,"No és causa del  vianant","Bicicleta","Home","Conductor",19,"Ferit lleu",4585412.4,434277.7
"79",10,70,701414,"020840000","Dimecres",2015,"Setembre",2,11,"No és causa del  vianant","Furgoneta","Home","Conductor",51,"Ferit lleu",4585877.1,434007.45
"80",10,71,94300,"0048 0048","Dilluns",2015,"Febrer",2,8,"No és causa del  vianant","Motocicleta","Home","Passatger",13,"Ferit lleu",4584695.08,433597.85
"82",10,71,249304,"0416 0416","Dijous",2015,"Febrer",5,7,"No és causa del  vianant","Turismo","Home","Conductor",27,"Ferit lleu",4585020.79,433646.61
"83",10,70,94300,"0186 0186","Dijous",2015,"Març",12,6,"No és causa del  vianant","Taxi","Home","Conductor",33,"Ferit lleu",4585259.23,434181.35
"84",10,71,30409,"0142 0142","Dissabte",2015,"Octubre",24,10,"No és causa del  vianant","Motocicleta","Home","Conductor",33,"Ferit lleu",4584788.23,433310.41
"85",10,71,30409,"0158 0160","Dimecres",2015,"Setembre",23,3,"No és causa del  vianant","Motocicleta","Home","Conductor",70,"Ferit lleu",4584879.5,433221.32
"86",10,71,30409,"0158 0160","Diumenge",2015,"Juny",7,1,"No és causa del  vianant","Motocicleta","Home","Conductor",45,"Ferit lleu",4584879.5,433221.32
"87",10,71,701414,"020780000","Dimarts",2015,"Abril",14,9,"No és causa del  vianant","Motocicleta","Home","Conductor",40,"Ferit lleu",4585460.09,433580.94
"89",10,71,701414,"020750000","Dimecres",2015,"Agost",12,6,"No és causa del  vianant","Turismo","Home","Passatger",29,"Ferit lleu",4585249.15,433366.47
"90",10,71,249304,"0383 0383","Divendres",2015,"Abril",17,11,"No és causa del  vianant","Turismo","Home","Vianant",71,"Ferit lleu",4585047.36,433630.6
"92",10,71,322608,"0117 0117","Dijous",2015,"Gener",22,3,"No és causa del  vianant","Motocicleta","Home","Conductor",28,"Ferit lleu",4585033.38,433588.01
"93",10,71,322608,"0123U0123U","Dimecres",2015,"Desembre",9,4,"No és causa del  vianant","Motocicleta","Home","Conductor",58,"Ferit lleu",4585033.46,433595.27
"94",10,71,356202,"0047B0047B","Dimarts",2015,"Agost",18,8,"No és causa del  vianant","Taxi","Home","Conductor",62,"Ferit lleu",4584790.26,433823.71
"98",10,71,701414,"020680000","Dimarts",2015,"Agost",18,3,"No és causa del  vianant","Motocicleta","Home","Conductor",55,"Ferit greu",4584761.31,432865.19
"99",10,71,200600,"0075 0081","Dimarts",2015,"Desembre",15,2,"No és causa del  vianant","Motocicleta","Home","Conductor",28,"Ferit lleu",4584681.96,433342.29
"100",10,71,30409,"0139 0143","Dimecres",2015,"Novembre",25,9,"No és causa del  vianant","Motocicleta","Home","Conductor",39,"Ferit lleu",4584810.98,433243.4
"102",10,71,169409,"1068 1070","Dilluns",2015,"Juny",22,12,"No és causa del  vianant","Motocicleta","Home","Conductor",59,"Ferit lleu",4585339.91,433508.55
"104",10,71,701414,"020700000","Divendres",2015,"Maig",8,2,"No és causa del  vianant","Motocicleta","Home","Conductor",42,"Ferit lleu",4584901.86,433010.8
"105",10,68,332000,"0064 0064","Dimarts",2015,"Març",3,10,"No és causa del  vianant","Motocicleta","Home","Conductor",26,"Ferit lleu",4583617.04,433710.49
"106",10,68,186703,"0164X0164X","Divendres",2015,"Març",20,12,"No és causa del  vianant","Motocicleta","Home","Conductor",50,"Ferit lleu",4583631.01,433272.98
"107",10,68,55501,"0005 0005","Dijous",2015,"Agost",13,12,"No és causa del  vianant","Turismo","Home","Conductor",28,"Ferit lleu",4583314.3,433668.11
"109",10,68,700662,"0097 0097","Dijous",2015,"Juny",25,10,"No és causa del  vianant","Turismo","Home","Passatger",26,"Ferit lleu",4582953.45,433480.42
"110",10,68,55501,"0057 0057","Divendres",2015,"Novembre",20,7,"No és causa del  vianant","Motocicleta","Home","Conductor",32,"Ferit lleu",4583594.71,433877.91
"111",10,68,75702,"0002 0002","Divendres",2015,"Gener",9,11,"No és causa del  vianant","Autobús","Home","Passatger",66,"Ferit lleu",4583010.5,433417.89
"115",10,71,701414,"020830000","Diumenge",2015,"Novembre",22,5,"No és causa del  vianant","Motocicleta","Home","Conductor",36,"Mort",4585808.01,433936.57
"116",10,71,701414,"020830000","Diumenge",2015,"Juliol",12,1,"Altres","Turismo","Home","Conductor",72,"Ferit lleu",4585808.01,433936.57
"117",10,68,30500,"0028A0028A","Dimecres",2015,"Setembre",2,12,"No és causa del  vianant","Ciclomotor","Home","Conductor",33,"Ferit lleu",4583183.46,433193.52
"118",10,68,183705,"0013 0013","Dimecres",2015,"Setembre",16,3,"No és causa del  vianant","Motocicleta","Home","Conductor",50,"Ferit lleu",4583316.84,433636.09
"119",10,68,30500,"0059 0059","Divendres",2015,"Març",27,5,"No és causa del  vianant","Turismo","Home","Conductor",52,"Ferit lleu",4583346.77,432997.21
"124",10,68,701265,"000760000","Dilluns",2015,"Gener",5,3,"No és causa del  vianant","Turismo","Home","Conductor",33,"Ferit lleu",4583102.38,433705.19
"125",10,68,701265,"000790000","Dissabte",2015,"Novembre",28,2,"No és causa del  vianant","Turismo","Home","Passatger",23,"Ferit lleu",4582893.36,433485.25
"126",10,68,701266,"000790000","Dijous",2015,"Novembre",12,8,"No és causa del  vianant","Turismo","Home","Conductor",37,"Ferit lleu",4582905.96,433473.3
"128",10,68,42306,"0067 0069","Dimecres",2015,"Juliol",8,10,"Desobeir el senyal del semàfor","Motocicleta","Home","Conductor",24,"Ferit lleu",4584016.39,433475.02
"132",10,69,30409,"0098X0098X","Dilluns",2015,"Maig",4,12,"No és causa del  vianant","Ciclomotor","Home","Conductor",25,"Ferit lleu",4584514.79,433571.61
"133",10,69,30409,"0098X0098X","Dilluns",2015,"Febrer",16,1,"No és causa del  vianant","Furgoneta","Home","Conductor",29,"Ferit lleu",4584514.79,433571.61
"134",10,69,30409,"0098X0098X","Dilluns",2015,"Febrer",16,1,"No és causa del  vianant","Turismo","Home","Conductor",53,"Ferit lleu",4584514.79,433571.61
"135",10,69,30409,"0098X0098X","Dijous",2015,"Febrer",12,1,"No és causa del  vianant","Turismo","Home","Passatger",24,"Ferit lleu",4584514.79,433571.61
"136",10,68,110009,"0239X0239X","Dissabte",2015,"Novembre",28,11,"No és causa del  vianant","Motocicleta","Home","Conductor",24,"Ferit lleu",4583876.49,433669.87
"138",10,69,322608,"0001 0001","Dilluns",2015,"Març",9,5,"No és causa del  vianant","Bicicleta","Home","Conductor",64,"Ferit lleu",4584159.42,434440.08
"139",10,69,322608,"0001X0001X","Dissabte",2015,"Març",21,11,"No és causa del  vianant","Motocicleta","Home","Conductor",41,"Ferit lleu",4584169.95,434429.56
"140",10,69,322608,"0003 0003","Dimecres",2015,"Juny",3,5,"No és causa del  vianant","Turismo","Home","Vianant",22,"Ferit greu",4584201.13,434399.09
"143",10,69,322608,"0009 0009","Dimarts",2015,"Octubre",6,7,"No és causa del  vianant","Motocicleta","Home","Conductor",26,"Ferit lleu",4584297.2,434306.99
"148",10,69,701266,"000600000","Dijous",2015,"Setembre",17,6,"No és causa del  vianant","Turismo","Home","Conductor",32,"Ferit lleu",4584332.53,434731.89
"149",10,69,701266,"000630000","Dilluns",2015,"Novembre",23,12,"No és causa del  vianant","Turismo","Home","Vianant",85,"Ferit lleu",4584120.29,434515.94
"150",10,69,701266,"000630000","Dilluns",2015,"Juny",8,4,"No és causa del  vianant","Motocicleta","Home","Passatger",41,"Ferit lleu",4584120.29,434515.94
"152",10,66,29206,"0131 0131","Dijous",2015,"Gener",8,9,"No és causa del  vianant","Motocicleta","Home","Conductor",25,"Ferit lleu",4583682.24,432485.84
"153",10,66,29206,"0160 0160","Dimecres",2015,"Novembre",18,12,"No és causa del  vianant","Motocicleta","Home","Conductor",30,"Ferit lleu",4583848.8,432354.07
"154",10,69,700654,"0081 0081","Dimecres",2015,"Març",11,9,"No és causa del  vianant","Motocicleta","Home","Conductor",32,"Ferit lleu",4583949.58,434417.76
"155",10,66,30500,"0126 0128","Dissabte",2015,"Maig",16,6,"No és causa del  vianant","Motocicleta","Home","Conductor",25,"Ferit lleu",4583785.59,432609.98
"156",10,69,700892,"0014S0014S","Dimarts",2015,"Abril",21,6,"No és causa del  vianant","Motocicleta","Home","Conductor",27,"Ferit lleu",4583958.47,434326.15
"157",10,69,700892,"0021 0023","Dijous",2015,"Juny",4,1,"No és causa del  vianant","Turismo","Home","Conductor",20,"Ferit lleu",4583771.26,434056.97
"158",10,69,700892,"0037X0037X","Dimarts",2015,"Maig",5,11,"No és causa del  vianant","Bicicleta","Home","Conductor",12,"Ferit lleu",4583918.06,434226.64
"159",10,69,701278,"0261X0261X","Dimecres",2015,"Octubre",7,10,"No és causa del  vianant","Motocicleta","Home","Conductor",31,"Ferit lleu",4584135.65,434246.32
"162",10,69,701266,"000640000","Dimecres",2015,"Abril",1,10,"No és causa del  vianant","Turismo","Home","Conductor",31,"Ferit lleu",4584049.57,434443.92
"163",10,69,701266,"000650000","Divendres",2015,"Desembre",4,2,"No és causa del  vianant","Turismo","Home","Passatger",27,"Ferit lleu",4583978.79,434371.96
"164",10,69,701266,"000650000","Dijous",2015,"Maig",21,2,"No és causa del  vianant","Motocicleta","Home","Conductor",49,"Ferit lleu",4583978.79,434371.96
"166",10,69,143609,"0001X0001X","Dimecres",2015,"Agost",26,10,"No és causa del  vianant","Motocicleta","Home","Conductor",30,"Ferit lleu",4584478.68,434687.41
"170",10,66,209900,"0024 0024","Dijous",2015,"Febrer",12,11,"No és causa del  vianant","Turismo","Home","Conductor",70,"Ferit lleu",4583008.63,432142.4
"171",10,66,209900,"0025 0025","Dimecres",2015,"Octubre",7,8,"No és causa del  vianant","Turismo","Home","Conductor",38,"Ferit lleu",4583023.64,432090.45
"172",10,66,50803,"0013 0013","Divendres",2015,"Setembre",11,2,"No és causa del  vianant","Ciclomotor","Home","Conductor",33,"Ferit lleu",4582712.21,431880.6
"173",10,67,29206,"0055 0055","Dilluns",2015,"Gener",26,8,"No és causa del  vianant","Motocicleta","Home","Conductor",26,"Ferit lleu",4583243.68,432913.1
"175",10,66,286504,"0002 0008","Dijous",2015,"Juny",4,3,"No és causa del  vianant","Ciclomotor","Home","Conductor",38,"Ferit lleu",4582588.74,431897.96
"176",10,66,171400,"0090 0092","Dilluns",2015,"Desembre",14,4,"No és causa del  vianant","Motocicleta","Home","Conductor",23,"Ferit lleu",4583086.98,432346.95
"177",10,66,197302,"0091 0095","Dilluns",2015,"Març",2,12,"No és causa del  vianant","Bicicleta","Home","Conductor",59,"Ferit lleu",4582969.43,432217.03
"178",10,66,369204,"0074 0074","Dimarts",2015,"Juny",9,1,"No és causa del  vianant","Turismo","Home","Conductor",56,"Ferit lleu",4583167.18,432447.67
"179",10,66,243206,"0077 0077","Dimecres",2015,"Novembre",11,12,"No és causa del  vianant","Turismo","Home","Conductor",42,"Ferit lleu",4583245.81,432548.55
"182",10,67,367504,"0106 0106","Dimecres",2015,"Desembre",16,2,"No és causa del  vianant","Turismo","Home","Conductor",45,"Ferit lleu",4583030.82,433025.92
"183",10,67,62609,"0128 0128","Dimarts",2015,"Desembre",22,1,"No és causa del  vianant","Motocicleta","Home","Conductor",26,"Ferit lleu",4582393.19,432704.65
"184",10,67,197302,"0014 0014","Diumenge",2015,"Abril",12,12,"No és causa del  vianant","Turismo","Home","Conductor",39,"Ferit lleu",4582212.1,433038.89
"185",10,67,701265,"000810000","Dijous",2015,"Maig",28,6,"No és causa del  vianant","Turismo","Home","Conductor",46,"Ferit lleu",4582752.95,433341.85
"186",10,67,701265,"000870000","Divendres",2015,"Novembre",20,9,"No és causa del  vianant","Motocicleta","Home","Conductor",26,"Ferit lleu",4582333.35,432912.53
"187",10,67,701266,"000870000","Dimarts",2015,"Juliol",14,9,"No és causa del  vianant","Motocicleta","Home","Conductor",48,"Ferit lleu",4582345.91,432900.47
"188",10,67,701266,"000870000","Dimecres",2015,"Maig",6,7,"No és causa del  vianant","Turismo","Home","Passatger",38,"Ferit lleu",4582345.91,432900.47
"190",10,67,700654,"0048 0048","Diumenge",2015,"Juny",28,8,"No és causa del  vianant","Motocicleta","Home","Conductor",33,"Ferit lleu",4582685.64,433341.26
"195",10,67,701497,"000840000","Dijous",2015,"Març",12,9,"No és causa del  vianant","Motocicleta","Home","Conductor",38,"Ferit lleu",4582556.54,433114.82
"197",10,67,62609,"0149 0149","Divendres",2015,"Juny",12,11,"No és causa del  vianant","Turismo","Home","Passatger",1,"Ferit lleu",4582734.62,432962.38
"199",10,67,110009,"0034 0034","Diumenge",2015,"Juny",7,5,"No és causa del  vianant","Motocicleta","Home","Conductor",38,"Ferit lleu",4582766.47,432564.14
"200",1,1,39800,"0008 0008","Dimarts",2015,"Abril",21,10,"Creuar per fora pas de vianants","Bicicleta","Home","Conductor",39,"Ferit lleu",4580949.35,430979.61
"202",10,67,62609,"0150 0150","Diumenge",2015,"Març",8,9,"No és causa del  vianant","Motocicleta","Home","Conductor",19,"Ferit lleu",4582597.33,432897.09
"206",1,1,198804,"0038 0038","Diumenge",2015,"Juliol",5,5,"No és causa del  vianant","Bicicleta","Home","Conductor",38,"Ferit lleu",4580919.86,430903.9
"211",1,1,308709,"0054 0054","Divendres",2015,"Març",20,11,"No és causa del  vianant","Motocicleta","Home","Conductor",21,"Ferit lleu",4581206.15,430266.64
"212",1,1,277809,"0034 0034","Dimarts",2015,"Desembre",29,7,"No és causa del  vianant","Motocicleta","Home","Conductor",28,"Ferit lleu",4581073.61,430527.36
"213",1,1,308505,"0062 0062","Dimarts",2015,"Març",3,1,"Altres","Turismo","Home","Vianant",50,"Ferit lleu",4581330.7,430821.84
"214",1,1,47707,"0007 0007","Diumenge",2015,"Octubre",11,7,"No és causa del  vianant","Taxi","Home","Passatger",54,"Ferit lleu",4581382.06,430351.77
"216",1,1,701349,"0001 0001","Dilluns",2015,"Gener",5,1,"No és causa del  vianant","Motocicleta","Home","Passatger",22,"Ferit lleu",4580892.36,431214.13
"218",1,1,335803,"0000 0000","Dijous",2015,"Maig",14,10,"No és causa del  vianant","Turismo","Home","Conductor",53,"Ferit lleu",4581768.73,430226.32
"220",1,1,274006,"0010 0010","Diumenge",2015,"Octubre",4,2,"Creuar per fora pas de vianants","Motocicleta","Home","Conductor",22,"Ferit lleu",4581963.83,430587.8
"221",1,2,144204,"0020 0020","Dimarts",2015,"Abril",14,9,"Creuar per fora pas de vianants","Bicicleta","Home","Vianant",38,"Ferit lleu",4581479.92,431507.68
"223",1,2,183909,"0004 0004","Divendres",2015,"Novembre",13,7,"No és causa del  vianant","Motocicleta","Home","Conductor",42,"Ferit lleu",4581763.7,431433.75
"225",1,2,34308,"0136 0136","Dijous",2015,"Setembre",24,2,"Creuar per fora pas de vianants","Turismo","Home","Vianant",6,"Ferit lleu",4582027.68,430758.06
"227",1,2,106409,"0001 0001","Dilluns",2015,"Agost",31,3,"No és causa del  vianant","Motocicleta","Home","Conductor",30,"Ferit lleu",4581908.82,430990.23
"229",1,2,701111,"0007 0007","Divendres",2015,"Febrer",27,10,"No és causa del  vianant","Motocicleta","Home","Conductor",40,"Ferit lleu",4581683.75,430950.16
"230",1,2,278700,"0003 0003","Dimecres",2015,"Abril",8,8,"No és causa del  vianant","Motocicleta","Home","Conductor",44,"Ferit lleu",4581486.21,431295.39
"231",1,2,701266,"001060000","Dilluns",2015,"Agost",31,9,"No és causa del  vianant","Motocicleta","Home","Conductor",38,"Ferit lleu",4581159.78,431465.38
"232",1,2,701266,"001060000","Dimarts",2015,"Juliol",7,7,"No és causa del  vianant","Turismo","Home","Conductor",67,"Ferit lleu",4581159.78,431465.38
"233",1,2,701266,"001070000","Diumenge",2015,"Setembre",20,4,"No és causa del  vianant","Turismo","Home","Conductor",19,"Ferit lleu",4581077.37,431410.4
"234",1,2,701497,"001030000","Divendres",2015,"Novembre",27,5,"Altres","Bicicleta","Home","Vianant",42,"Ferit lleu",4581413.57,431627.7
"235",1,2,701497,"001030000","Dimarts",2015,"Setembre",1,3,"No és causa del  vianant","Turismo","Home","Conductor",34,"Ferit lleu",4581413.57,431627.7
"236",1,2,701497,"001050000","Dimecres",2015,"Desembre",9,9,"No és causa del  vianant","Motocicleta","Home","Conductor",50,"Ferit lleu",4581243.79,431520.59
"238",1,2,701497,"001050000","Divendres",2015,"Juny",19,9,"No és causa del  vianant","Motocicleta","Home","Conductor",32,"Ferit lleu",4581243.79,431520.59
"239",1,2,701497,"001050000","Dimarts",2015,"Gener",6,6,"Desobeir el senyal del semàfor","Ciclomotor","Home","Vianant",29,"Ferit lleu",4581243.79,431520.59
"240",1,2,34308,"0090 0092","Dimarts",2015,"Març",3,8,"Creuar per fora pas de vianants","Motocicleta","Home","Vianant",27,"Ferit lleu",4581692.32,430930.37
"241",1,2,45508,"0003 0007","Dissabte",2015,"Juliol",18,11,"No és causa del  vianant","Motocicleta","Home","Conductor",31,"Ferit lleu",4581629.03,430997.36
"246",1,3,197903,"0028 0028","Dimarts",2015,"Juliol",14,11,"No és causa del  vianant","Autobús","Home","Passatger",64,"Ferit lleu",4581839.64,432803.97
"247",1,3,197903,"0028 0028","Diumenge",2015,"Maig",3,1,"No és causa del  vianant","Motocicleta","Home","Vianant",81,"Ferit lleu",4581839.64,432803.97
"248",1,2,189406,"0004 0004","Dimarts",2015,"Octubre",27,5,"Creuar per fora pas de vianants","Motocicleta","Home","Vianant",45,"Ferit lleu",4582124.51,431100.18
"249",1,2,189406,"0005 0005","Dijous",2015,"Setembre",17,9,"No és causa del  vianant","Motocicleta","Home","Conductor",61,"Ferit lleu",4582127.24,431090.73
"251",1,3,254100,"0057 0057","Dimarts",2015,"Febrer",10,6,"No és causa del  vianant","Motocicleta","Home","Conductor",47,"Ferit lleu",4581157.88,432324.02
"252",1,4,247105,"0013 0013","Dijous",2015,"Desembre",10,3,"No és causa del  vianant","Motocicleta","Home","Conductor",46,"Ferit lleu",4581664.7,431865.19
"254",1,3,112503,"0001 0001","Dimecres",2015,"Juliol",15,4,"No és causa del  vianant","Motocicleta","Home","Conductor",44,"Ferit lleu",4581407.17,432208.36
"255",1,3,102102,"0078 0078","Dijous",2015,"Maig",7,9,"Transitar a peu per la calçada","Turismo","Home","Vianant",42,"Ferit lleu",4581339.53,432466.01
"256",1,3,701266,"000960000","Dijous",2015,"Abril",30,7,"No és causa del  vianant","Turismo","Home","Passatger",38,"Ferit lleu",4581803.96,432191.59
"258",1,4,2607,"0006 0006","Dimarts",2015,"Juny",30,4,"No és causa del  vianant","Bicicleta","Home","Conductor",36,"Ferit lleu",4581831.07,431968.74
"260",1,3,701265,"000940000","Divendres",2015,"Octubre",16,9,"No és causa del  vianant","Turismo","Home","Passatger",36,"Ferit lleu",4581890.17,432372.38
"265",1,4,163504,"0010 0010","Dimecres",2015,"Juliol",8,5,"No és causa del  vianant","Turismo","Home","Conductor",53,"Ferit lleu",4581683.19,431783.99
"266",1,4,198203,"0009 0009","Dilluns",2015,"Octubre",19,9,"No és causa del  vianant","Motocicleta","Home","Conductor",19,"Ferit lleu",4581921.74,431886.49
"268",1,4,240707,"9999 9999","Dimecres",2015,"Setembre",2,10,"No és causa del  vianant","Motocicleta","Home","Conductor",56,"Ferit lleu",4581775.62,431825.77
"269",1,4,93205,"0002 0002","Dilluns",2015,"Juliol",13,5,"No és causa del  vianant","Bicicleta","Home","Conductor",26,"Ferit lleu",4581949.13,431470.73
"273",1,4,359109,"0014 0016","Dijous",2015,"Març",26,9,"No és causa del  vianant","Motocicleta","Home","Conductor",24,"Ferit lleu",4582643.23,431734.02
