"","Codi.districte","Codi.barri","Codi.carrer","Num.postal.caption","Descripció.dia.setmana","NK.Any","Nom.mes","Dia.de.mes","Hora.de.dia","Descripció.causa.vianant","Desc..Tipus.vehicle.implicat","Descripció.sexe","Descripció.tipus.persona","Edat","Descripció.victimització","Coordenada.UTM..Y.","Coordenada.UTM..X."
"6",10,64,194406,"0001 0003","Dimarts",2015,"Març",17,12,"Desobeir el senyal del semàfor","Ciclomotor","Dona","Vianant",68,"Ferit lleu",4585174.3,431648.74
"8",10,64,194406,"0023 0023","Divendres",2015,"Febrer",20,5,"No és causa del  vianant","Turismo","Dona","Conductor",37,"Ferit lleu",4585270.45,431626.67
"13",10,64,297001,"0270 0270","Dimecres",2015,"Març",4,7,"No és causa del  vianant","Ciclomotor","Dona","Conductor",26,"Ferit lleu",4585103.11,431274.19
"17",10,64,191204,"0537 0537","Divendres",2015,"Setembre",18,9,"No és causa del  vianant","Ciclomotor","Dona","Conductor",41,"Ferit lleu",4584735.1,431823
"18",10,64,191204,"0556 0556","Divendres",2015,"Juny",26,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",22,"Ferit lleu",4584713.56,431832.66
"21",10,64,350308,"0615 0615","Dimecres",2015,"Març",18,12,"No és causa del  vianant","Taxi","Dona","Passatger",62,"Ferit lleu",4584790.88,432069.78
"24",10,65,169409,"0863 0865","Divendres",2015,"Gener",23,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",43,"Ferit lleu",4584493.43,432532.02
"28",10,65,81603,"0165 0165","Dimecres",2015,"Desembre",30,1,"No és causa del  vianant","Motocicleta","Dona","Conductor",49,"Ferit lleu",4585136.41,432399.82
"30",10,65,350308,"0640 0644","Dissabte",2015,"Maig",9,2,"No és causa del  vianant","Motocicleta","Dona","Conductor",22,"Ferit lleu",4584952.81,432266.66
"34",10,65,209900,"0182 0182","Dijous",2015,"Juny",11,8,"No és causa del  vianant","Bicicleta","Dona","Conductor",24,"Ferit lleu",4585079.98,432163.47
"39",10,65,18505,"0659X0659X","Diumenge",2015,"Novembre",29,1,"No és causa del  vianant","Motocicleta","Dona","Passatger",32,"Ferit lleu",4585056.86,432493
"40",10,65,18505,"0661U0661U","Dimecres",2015,"Abril",8,12,"No és causa del  vianant","Furgoneta","Dona","Vianant",89,"Ferit lleu",4585093.19,432551.03
"41",10,72,30409,"0172 0174","Dissabte",2015,"Abril",4,7,"No és causa del  vianant","Turismo","Dona","Vianant",63,"Ferit lleu",4585063.5,433041.1
"44",10,72,30409,"0175 0175","Dimarts",2015,"Setembre",15,5,"No és causa del  vianant","Turismo","Dona","Passatger",60,"Ferit lleu",4585128.37,432937.09
"45",10,72,30409,"0185 0185","Dijous",2015,"Maig",28,4,"No és causa del  vianant","Turismo","Dona","Passatger",65,"Ferit lleu",4585168.63,432892.77
"46",10,72,169409,"0963 0963","Dissabte",2015,"Gener",3,8,"No és causa del  vianant","Turismo","Dona","Passatger",18,"Ferit lleu",4584961.31,432952.21
"48",10,65,18505,"0560 0560","Dimarts",2015,"Març",17,11,"No és causa del  vianant","Ciclomotor","Dona","Conductor",27,"Ferit lleu",4584467.51,431964.93
"50",10,72,268604,"0007 0009","Divendres",2015,"Gener",16,2,"Creuar per fora pas de vianants","Motocicleta","Dona","Conductor",17,"Ferit lleu",4586091.77,433046.65
"51",10,65,89004,"0611 0611","Divendres",2015,"Maig",8,1,"No és causa del  vianant","Motocicleta","Dona","Conductor",32,"Ferit lleu",4584356.67,432002.87
"58",10,65,169409,"0823 0823","Dilluns",2015,"Maig",4,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",40,"Ferit lleu",4584197.87,432229.7
"60",10,65,1604,"0019 0021","Divendres",2015,"Juny",19,2,"No és causa del  vianant","Ciclomotor","Dona","Conductor",21,"Ferit lleu",4584600.32,432165.69
"62",10,72,153205,"0024 0028","Dijous",2015,"Abril",30,7,"No és causa del  vianant","Autobús","Dona","Passatger",59,"Ferit lleu",4585237.91,432763.93
"69",10,73,153205,"0134 0136","Dimecres",2015,"Octubre",7,12,"No és causa del  vianant","Ciclomotor","Dona","Conductor",38,"Ferit lleu",4585995.06,433538.48
"71",10,73,318906,"0063 0063","Dilluns",2015,"Maig",25,7,"No és causa del  vianant","Turismo","Dona","Conductor",49,"Ferit lleu",4586875.02,433490.77
"75",10,73,69700,"0079 0079","Divendres",2015,"Febrer",6,4,"No és causa del  vianant","Motocicleta","Dona","Conductor",27,"Ferit lleu",4586402.57,433562.27
"76",10,73,153205,"0149 0149","Diumenge",2015,"Abril",26,2,"Desobeir el senyal del semàfor","Motocicleta","Dona","Passatger",34,"Ferit lleu",4586231.17,433719.9
"78",10,70,701414,"020840000","Dimecres",2015,"Setembre",2,11,"No és causa del  vianant","Furgoneta","Dona","Passatger",31,"Ferit lleu",4585877.1,434007.45
"81",10,71,242906,"0373 0373","Dimarts",2015,"Juny",9,4,"No és causa del  vianant","Turismo","Dona","Vianant",57,"Ferit lleu",4584676.38,433893.73
"88",10,71,701414,"020750000","Dimecres",2015,"Desembre",2,12,"No és causa del  vianant","Turismo","Dona","Conductor",52,"Ferit lleu",4585249.15,433366.47
"91",10,71,253902,"0186 0186","Divendres",2015,"Març",27,1,"No és causa del  vianant","Turismo","Dona","Conductor",63,"Ferit lleu",4585066.43,433383.18
"95",10,71,115603,"0202 0206","Dimecres",2015,"Setembre",2,7,"No és causa del  vianant","Autobús","Dona","Passatger",41,"Ferit lleu",4584854.79,433049.96
"96",10,71,115603,"0202 0206","Dimecres",2015,"Setembre",2,7,"No és causa del  vianant","Autobús","Dona","Passatger",38,"Ferit lleu",4584854.79,433049.96
"97",10,71,115603,"0161X0161X","Dimarts",2015,"Setembre",15,6,"No és causa del  vianant","Ciclomotor","Dona","Passatger",25,"Ferit lleu",4584552.44,433325.7
"101",10,71,244800,"0025 0025","Dissabte",2015,"Desembre",12,8,"No és causa del  vianant","Motocicleta","Dona","Passatger",14,"Ferit lleu",4585590.35,433872.96
"103",10,71,701414,"020700000","Dimarts",2015,"Desembre",8,4,"No és causa del  vianant","Motocicleta","Dona","Passatger",26,"Ferit lleu",4584901.86,433010.8
"108",10,68,186703,"0111 0111","Dilluns",2015,"Agost",3,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",30,"Ferit lleu",4583361.86,432950.68
"112",10,68,75702,"0002 0002","Divendres",2015,"Gener",9,11,"No és causa del  vianant","Autobús","Dona","Passatger",94,"Ferit lleu",4583010.5,433417.89
"113",10,68,75702,"0065 0065","Divendres",2015,"Abril",17,3,"No és causa del  vianant","Autobús","Dona","Passatger",39,"Ferit lleu",4582999.35,433378.04
"114",10,68,367504,"0184 0184","Dijous",2015,"Novembre",19,5,"No és causa del  vianant","Motocicleta","Dona","Conductor",40,"Ferit lleu",4583348.06,433355.94
"120",10,68,270901,"0211 0211","Diumenge",2015,"Octubre",4,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",47,"Ferit lleu",4584045.36,433438.75
"121",10,68,115603,"0131 0131","Dijous",2015,"Juliol",2,3,"No és causa del  vianant","Bicicleta","Dona","Conductor",33,"Ferit lleu",4584362.94,433498.62
"122",10,68,144601,"0118X0118X","Diumenge",2015,"Desembre",27,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",38,"Ferit lleu",4584469.72,433451.95
"123",10,68,701265,"000760000","Dijous",2015,"Desembre",10,6,"No és causa del  vianant","Turismo","Dona","Passatger",38,"Ferit lleu",4583102.38,433705.19
"127",10,68,701266,"000790000","Diumenge",2015,"Abril",19,7,"No és causa del  vianant","Turismo","Dona","Passatger",21,"Ferit lleu",4582905.96,433473.3
"129",10,68,186703,"0209 0209","Dijous",2015,"Octubre",8,8,"No és causa del  vianant","Autobús","Dona","Passatger",69,"Ferit lleu",4583905.03,433508.82
"130",10,68,270901,"0226B0226B","Dilluns",2015,"Novembre",9,12,"No és causa del  vianant","Taxi","Dona","Passatger",44,"Ferit lleu",4584017.84,433464.24
"137",10,68,115603,"0053 0053","Diumenge",2015,"Juliol",12,10,"No és causa del  vianant","Motocicleta","Dona","Conductor",60,"Ferit lleu",4584044.59,433811.8
"141",10,66,169409,"0848 0848","Divendres",2015,"Setembre",4,9,"No és causa del  vianant","Turismo","Dona","Conductor",43,"Ferit lleu",4584204.03,432311.05
"142",10,69,30409,"0005 0005","Dissabte",2015,"Juliol",11,8,"No és causa del  vianant","Turismo","Dona","Passatger",61,"Ferit lleu",4583921.74,434110
"144",10,69,700892,"0085X0085X","Dissabte",2015,"Desembre",19,1,"No és causa del  vianant","Turismo","Dona","Passatger",11,"Ferit lleu",4584374.43,434665.74
"145",10,69,701265,"000630000","Dimarts",2015,"Juny",30,1,"No és causa del  vianant","Camión <= 3,5 Tm","Dona","Vianant",60,"Ferit lleu",4584107.85,434528.18
"146",10,69,701266,"000590000","Diumenge",2015,"Juliol",12,1,"No és causa del  vianant","Turismo","Dona","Passatger",22,"Ferit lleu",4584402.67,434803.19
"147",10,69,701266,"000600000","Dijous",2015,"Setembre",17,6,"No és causa del  vianant","Turismo","Dona","Passatger",0,"Ferit lleu",4584332.53,434731.89
"151",10,69,701266,"000630000","Dissabte",2015,"Abril",11,12,"No és causa del  vianant","Turismo","Dona","Conductor",23,"Ferit lleu",4584120.29,434515.94
"160",10,69,701265,"000660000","Divendres",2015,"Gener",23,3,"No és causa del  vianant","Turismo","Dona","Conductor",45,"Ferit lleu",4583894.96,434313.7
"161",10,69,701265,"0024S0000","Dimarts",2015,"Juliol",7,9,"No és causa del  vianant","Turismo","Dona","Vianant",62,"Ferit lleu",4584101.32,434522.9
"165",10,69,143609,"0001X0001X","Dimecres",2015,"Agost",26,10,"No és causa del  vianant","Motocicleta","Dona","Passatger",30,"Ferit lleu",4584478.68,434687.41
"167",10,69,143609,"0002 0020","Dimarts",2015,"Setembre",22,9,"No és causa del  vianant","Turismo","Dona","Conductor",39,"Ferit lleu",4584476.07,434736.15
"168",10,66,701414,"020630000","Dilluns",2015,"Juliol",6,3,"No és causa del  vianant","Turismo","Dona","Conductor",37,"Ferit lleu",4584412.61,432505.8
"169",10,66,209900,"0024 0024","Divendres",2015,"Març",6,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",37,"Ferit lleu",4583008.63,432142.4
"174",10,66,4908,"0135 0135","Diumenge",2015,"Febrer",8,1,"No és causa del  vianant","Turismo","Dona","Passatger",45,"Ferit lleu",4583684.2,432301.65
"180",10,66,205150,"0001 0007","Dilluns",2015,"Juny",8,1,"No és causa del  vianant","Autobús","Dona","Passatger",43,"Ferit lleu",4582854.68,432276.52
"181",10,66,205150,"0002 0002","Dimarts",2015,"Juny",23,5,"No és causa del  vianant","Motocicleta","Dona","Conductor",34,"Ferit lleu",4582823.74,432242.24
"189",10,67,701266,"000870000","Divendres",2015,"Gener",9,3,"No és causa del  vianant","Turismo","Dona","Passatger",28,"Ferit lleu",4582345.91,432900.47
"191",10,67,700661,"0004 0004","Dissabte",2015,"Novembre",14,10,"No és causa del  vianant","Motocicleta","Dona","Passatger",16,"Ferit lleu",4582535.03,432892.07
"192",10,67,700661,"0004 0004","Diumenge",2015,"Juny",7,3,"No és causa del  vianant","Motocicleta","Dona","Passatger",25,"Ferit lleu",4582535.03,432892.07
"193",10,67,700661,"0005 0005","Dilluns",2015,"Setembre",21,3,"No és causa del  vianant","Turismo","Dona","Passatger",26,"Ferit lleu",4582493.71,432874.98
"194",10,67,700661,"0005 0005","Dilluns",2015,"Setembre",21,3,"No és causa del  vianant","Turismo","Dona","Conductor",29,"Ferit lleu",4582493.71,432874.98
"196",10,67,700662,"0073 0073","Dissabte",2015,"Abril",25,7,"No és causa del  vianant","Motocicleta","Dona","Passatger",31,"Ferit lleu",4582713.55,433205.1
"198",10,67,700663,"0001 0001","Dilluns",2015,"Agost",10,9,"No és causa del  vianant","Motocicleta","Dona","Passatger",33,"Ferit lleu",4582591.91,432967.74
"201",10,67,44200,"0005 0005","Dijous",2015,"Maig",28,7,"No és causa del  vianant","Turismo","Dona","Passatger",5,"Ferit lleu",4582876.31,433185.42
"203",1,1,153806,"0005 0005","Divendres",2015,"Juliol",24,10,"No és causa del  vianant","Turismo","Dona","Vianant",39,"Ferit lleu",4581145.27,431066
"204",10,67,367504,"0068 0068","Dissabte",2015,"Octubre",3,2,"No és causa del  vianant","Motocicleta","Dona","Passatger",53,"Ferit lleu",4582856.88,432849.3
"205",10,67,110009,"0094 0094","Dissabte",2015,"Agost",8,6,"No és causa del  vianant","Taxi","Dona","Passatger",28,"Ferit lleu",4583066.49,432870.91
"208",1,1,157909,"0049 0049","Dilluns",2015,"Octubre",19,12,"No és causa del  vianant","Motocicleta","Dona","Conductor",46,"Ferit lleu",4581546.16,430788.1
"209",1,1,177305,"0020 0020","Divendres",2015,"Juliol",31,10,"No és causa del  vianant","Turismo","Dona","Vianant",20,"Ferit lleu",4581112.06,430383.28
"210",1,1,170500,"0001 0001","Dissabte",2015,"Maig",16,11,"Desobeir el senyal del semàfor","Turismo","Dona","Vianant",82,"Ferit lleu",4581084.47,430445.04
"215",1,1,269200,"0026 0026","Divendres",2015,"Agost",14,2,"Altres","Turismo","Dona","Vianant",32,"Ferit lleu",4581024.07,431106.8
"217",1,1,51307,"0009 0009","Dilluns",2015,"Abril",20,5,"Creuar per fora pas de vianants","Bicicleta","Dona","Conductor",30,"Ferit greu",4581948.76,430706.01
"219",1,1,274006,"0002 0002","Diumenge",2015,"Octubre",25,5,"No és causa del  vianant","Ciclomotor","Dona","Passatger",31,"Ferit lleu",4581908.22,430634.74
"222",1,2,177101,"0023 0023","Dissabte",2015,"Abril",4,8,"Desobeir el senyal del semàfor","Autobús","Dona","Vianant",70,"Ferit lleu",4581889.07,431432.45
"224",1,2,105100,"0003 0003","Divendres",2015,"Novembre",6,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",37,"Ferit lleu",4581217.22,431429.36
"226",1,2,106409,"0001 0001","Dilluns",2015,"Agost",31,3,"No és causa del  vianant","Turismo","Dona","Passatger",3,"Ferit lleu",4581908.82,430990.23
"228",1,2,74404,"0023 0023","Dimecres",2015,"Desembre",16,6,"No és causa del  vianant","Motocicleta","Dona","Conductor",53,"Ferit lleu",4582093.28,430730.7
"237",1,2,701497,"001050000","Divendres",2015,"Novembre",20,2,"No és causa del  vianant","Turismo","Dona","Conductor",33,"Ferit lleu",4581243.79,431520.59
"243",1,3,224904,"0065 0065","Dilluns",2015,"Setembre",28,8,"Desobeir el senyal del semàfor","Motocicleta","Dona","Vianant",38,"Ferit lleu",4581042.08,432287.99
"244",1,3,701384,"0000 0000","Divendres",2015,"Setembre",11,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",35,"Ferit lleu",4581072.45,432186.32
"245",1,3,197903,"0022 0022","Dilluns",2015,"Març",16,7,"No és causa del  vianant","Taxi","Dona","Vianant",35,"Ferit lleu",4581839.64,432803.97
"250",1,2,283109,"0020 0020","Dilluns",2015,"Setembre",14,9,"No és causa del  vianant","Bicicleta","Dona","Vianant",63,"Ferit lleu",4582081.1,431131.4
"253",1,4,271100,"0012I0012I","Dimecres",2015,"Gener",28,5,"No és causa del  vianant","Motocicleta","Dona","Vianant",26,"Ferit lleu",4582287.55,431872.64
"257",1,3,701497,"000950000","Diumenge",2015,"Novembre",8,11,"No és causa del  vianant","Turismo","Dona","Passatger",33,"Ferit lleu",4581857.73,432275.46
"259",1,3,701265,"000940000","Dilluns",2015,"Agost",17,4,"No és causa del  vianant","Turismo","Dona","Conductor",49,"Ferit lleu",4581890.17,432372.38
"261",1,3,701265,"0022E0000","Dijous",2015,"Juny",25,6,"No és causa del  vianant","Motocicleta","Dona","Conductor",28,"Ferit lleu",4581946.87,432487.96
"262",1,3,701266,"000900000","Diumenge",2015,"Juny",21,1,"No és causa del  vianant","Turismo","Dona","Passatger",26,"Ferit lleu",4582138.32,432683.81
"263",1,3,701266,"000920000","Divendres",2015,"Abril",24,7,"No és causa del  vianant","Furgoneta","Dona","Conductor",33,"Ferit lleu",4582010.13,432533.5
"264",1,3,701266,"000930000","Dimecres",2015,"Juliol",8,7,"No és causa del  vianant","Motocicleta","Dona","Conductor",27,"Ferit lleu",4581959.6,432447.21
"267",1,4,240707,"9999 9999","Dimecres",2015,"Setembre",2,10,"No és causa del  vianant","Motocicleta","Dona","Passatger",20,"Ferit lleu",4581775.62,431825.77
"270",1,4,19508,"0002 0002","Dijous",2015,"Desembre",31,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",27,"Ferit lleu",4581978.44,431453.25
"271",1,4,195001,"0000 0000","Diumenge",2015,"Setembre",20,2,"No és causa del  vianant","Autobús","Dona","Passatger",67,"Ferit lleu",4582105.42,431525.54
"272",1,4,359109,"0008 0008","Dijous",2015,"Octubre",8,10,"Altres","Turismo","Dona","Vianant",63,"Ferit lleu",4582555.38,431809.2
"275",2,10,184402,"0002 0002","Dissabte",2015,"Setembre",19,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",50,"Ferit lleu",4581016.91,429138.08
"281",1,4,188505,"0000 0000","Dissabte",2015,"Gener",10,12,"No és causa del  vianant","Motocicleta","Dona","Conductor",35,"Ferit lleu",4582261.26,431123.79
"282",2,10,110803,"0024 0026","Dimecres",2015,"Desembre",9,4,"No és causa del  vianant","Taxi","Dona","Vianant",52,"Ferit lleu",4581111.76,429418.26
"290",1,4,85400,"0007 0007","Dilluns",2015,"Maig",25,3,"No és causa del  vianant","Ciclomotor","Dona","Conductor",32,"Ferit lleu",4582376.54,431680.2
"295",2,10,192502,"0053 0053","Dimarts",2015,"Desembre",29,12,"No és causa del  vianant","Otros vehíc. a motor","Dona","Passatger",2,"Ferit lleu",4581228.63,429999.63
"297",2,10,169409,"0474 0474","Diumenge",2015,"Febrer",8,12,"No és causa del  vianant","Motocicleta","Dona","Conductor",26,"Ferit lleu",4581456.35,429501.76
"298",2,10,285807,"0050 0056","Dimarts",2015,"Gener",27,10,"No és causa del  vianant","Autobús","Dona","Passatger",40,"Ferit lleu",4581276.56,429443.89
"299",2,10,169409,"0514 0514","Dilluns",2015,"Novembre",2,8,"No és causa del  vianant","Turismo","Dona","Passatger",14,"Ferit lleu",4581660.8,429710.27
"303",2,10,323203,"0097 0097","Dissabte",2015,"Maig",30,8,"No és causa del  vianant","Ciclomotor","Dona","Conductor",20,"Ferit lleu",4581473.52,429678.81
"305",2,10,198804,"0136 0136","Dijous",2015,"Febrer",12,3,"No és causa del  vianant","Taxi","Dona","Passatger",28,"Ferit lleu",4580951.81,429844.88
"306",2,9,361406,"0277 0277","Dijous",2015,"Març",12,12,"No és causa del  vianant","Autobús","Dona","Passatger",88,"Ferit lleu",4582351.5,428734.66
"309",2,10,87009,"0017 0017","Divendres",2015,"Maig",1,8,"No és causa del  vianant","Turismo","Dona","Passatger",11,"Ferit lleu",4581018.87,430225.5
"316",2,10,223606,"0004 0004","Divendres",2015,"Abril",17,7,"No és causa del  vianant","Motocicleta","Dona","Passatger",21,"Ferit lleu",4581930.9,430113.35
"322",2,9,350308,"0084 0086","Dissabte",2015,"Agost",29,4,"No és causa del  vianant","Motocicleta","Dona","Conductor",48,"Ferit greu",4581762.62,429008.98
"325",2,9,349706,"0059 0059","Dimecres",2015,"Juliol",29,1,"No és causa del  vianant","Taxi","Dona","Passatger",36,"Ferit lleu",4581748.53,429692.64
"327",2,9,350308,"0126X0126X","Dijous",2015,"Novembre",12,9,"No és causa del  vianant","Motocicleta","Dona","Conductor",44,"Ferit lleu",4582071.21,429317.55
"328",2,9,110803,"0146 0146","Dimarts",2015,"Octubre",6,5,"No és causa del  vianant","Motocicleta","Dona","Conductor",26,"Ferit lleu",4581780.94,428764.14
"329",2,9,87009,"0179 0183","Diumenge",2015,"Novembre",8,8,"No és causa del  vianant","Turismo","Dona","Passatger",46,"Ferit lleu",4581950.99,429315.67
"331",2,9,18505,"0106 0106","Diumenge",2015,"Desembre",27,5,"Altres","Turismo","Dona","Vianant",87,"Ferit greu",4581935.15,429377.99
"335",2,9,287201,"0035I0035I","Diumenge",2015,"Abril",19,9,"Creuar per fora pas de vianants","Motocicleta","Dona","Vianant",33,"Ferit lleu",4581738.55,428676.65
"337",2,9,191204,"0084 0084","Dijous",2015,"Novembre",12,7,"No és causa del  vianant","Motocicleta","Dona","Conductor",24,"Ferit lleu",4582052.06,429112.9
"339",2,9,18505,"0009 0009","Diumenge",2015,"Setembre",13,1,"Creuar per fora pas de vianants","Taxi","Dona","Vianant",26,"Ferit lleu",4581325.62,428713.85
"340",2,9,18505,"0009 0009","Diumenge",2015,"Juliol",12,9,"No és causa del  vianant","Motocicleta","Dona","Passatger",61,"Ferit lleu",4581325.62,428713.85
"349",2,9,169409,"0447 0447","Dimarts",2015,"Juliol",7,11,"No és causa del  vianant","Motocicleta","Dona","Passatger",23,"Ferit lleu",4581358.27,429321.35
"350",2,9,285807,"0190 0190","Dimarts",2015,"Juny",23,8,"Altres","Furgoneta","Dona","Vianant",89,"Ferit lleu",4581963.14,428772.52
"355",2,9,287201,"0036 0040","Dimecres",2015,"Gener",7,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",45,"Ferit lleu",4581689.78,428750.3
"356",2,9,287201,"0048 0048","Dissabte",2015,"Agost",29,6,"No és causa del  vianant","Taxi","Dona","Vianant",38,"Ferit lleu",4581706.65,428779.93
"359",2,9,18505,"0045 0045","Dissabte",2015,"Setembre",12,8,"No és causa del  vianant","Turismo","Dona","Conductor",29,"Ferit lleu",4581497.47,428898.18
"361",2,9,245802,"0006 0006","Dilluns",2015,"Juliol",20,6,"No és causa del  vianant","Ciclomotor","Dona","Passatger",28,"Ferit lleu",4582142.88,428441.19
"362",2,9,245802,"0006 0006","Dissabte",2015,"Febrer",21,2,"No és causa del  vianant","Ciclomotor","Dona","Passatger",45,"Ferit lleu",4582142.88,428441.19
"368",2,9,110803,"0155 0155","Dimecres",2015,"Octubre",21,9,"No és causa del  vianant","Motocicleta","Dona","Passatger",18,"Ferit lleu",4581880.1,428635.96
"371",2,9,54509,"0163 0163","Dimecres",2015,"Febrer",4,10,"No és causa del  vianant","Ciclomotor","Dona","Conductor",43,"Ferit lleu",4581753.27,429134.34
"373",2,9,349706,"0125B0125B","Dimarts",2015,"Setembre",22,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",25,"Ferit lleu",4582131.2,429315.82
"376",2,8,350308,"0183 0183","Dimarts",2015,"Abril",21,7,"No és causa del  vianant","Motocicleta","Dona","Conductor",25,"Ferit lleu",4582480.69,429710.04
"377",2,8,363809,"0077 0077","Dimarts",2015,"Juny",23,11,"No és causa del  vianant","Autobús","Dona","Passatger",41,"Ferit lleu",4581945.38,429694.75
"378",2,8,18505,"0156 0156","Dijous",2015,"Juny",25,7,"No és causa del  vianant","Motocicleta","Dona","Conductor",33,"Ferit lleu",4582140.56,429585.2
"385",2,8,18505,"0215X0215X","Divendres",2015,"Maig",15,5,"No és causa del  vianant","Ciclomotor","Dona","Conductor",46,"Ferit lleu",4582500.4,429913.75
"387",2,8,18505,"0194 0206","Dimecres",2015,"Novembre",25,11,"No és causa del  vianant","Autobús","Dona","Passatger",58,"Ferit lleu",4582314.74,429769.95
"390",2,8,23403,"0035 0035","Dimarts",2015,"Setembre",1,12,"No és causa del  vianant","Ciclomotor","Dona","Passatger",20,"Ferit lleu",4582322.64,429887.64
"398",2,8,223606,"0020 0020","Dijous",2015,"Març",5,11,"No és causa del  vianant","Ciclomotor","Dona","Conductor",37,"Ferit lleu",4582053.44,429993.96
"400",2,8,32700,"0153 0153","Dissabte",2015,"Juny",27,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",30,"Ferit lleu",4583087.11,429515.99
"405",2,8,89004,"0254 0254","Dijous",2015,"Abril",2,11,"No és causa del  vianant","Turismo","Dona","Conductor",60,"Ferit lleu",4582316.2,429954.47
"406",2,8,363809,"0097 0097","Dissabte",2015,"Octubre",10,12,"No és causa del  vianant","Motocicleta","Dona","Passatger",24,"Ferit lleu",4582042.05,429599.94
"411",2,8,209300,"0015 0015","Dilluns",2015,"Novembre",2,11,"No és causa del  vianant","Furgoneta","Dona","Vianant",60,"Ferit lleu",4582086.96,429844.33
"413",2,8,144601,"0419 0419","Dilluns",2015,"Gener",5,8,"No és causa del  vianant","Motocicleta","Dona","Passatger",33,"Ferit lleu",4583138.24,429350.66
"415",2,8,23403,"0109 0109","Dissabte",2015,"Setembre",19,5,"No és causa del  vianant","Ciclomotor","Dona","Conductor",25,"Ferit lleu",4582652.93,429564.83
"418",2,8,70607,"0038 0038","Dijous",2015,"Setembre",3,10,"No és causa del  vianant","Bicicleta","Dona","Conductor",13,"Ferit lleu",4581954.4,429903.92
"420",2,9,110803,"0089 0089","Dijous",2015,"Juliol",2,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",52,"Ferit lleu",4581471.71,429035.66
"423",2,9,100800,"0026 0026","Dissabte",2015,"Setembre",26,11,"No és causa del  vianant","Turismo","Dona","Passatger",53,"Ferit lleu",4581290.96,429099.22
"426",2,9,110803,"0055 0055","Divendres",2015,"Agost",28,1,"No és causa del  vianant","Motocicleta","Dona","Conductor",46,"Ferit lleu",4581281.01,429222.12
"429",2,8,90502,"0225 0225","Divendres",2015,"Octubre",23,5,"Desobeir el senyal del semàfor","Taxi","Dona","Vianant",88,"Ferit lleu",4582809.44,429281.05
"430",2,8,144601,"0435 0435","Dilluns",2015,"Novembre",30,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",23,"Ferit lleu",4583056.17,429099.9
"431",2,8,223606,"0124 0124","Divendres",2015,"Octubre",2,7,"Creuar per fora pas de vianants","Turismo","Dona","Vianant",51,"Ferit lleu",4582553.8,429505.23
"433",2,8,209300,"0001 0001","Dimecres",2015,"Octubre",21,4,"No és causa del  vianant","Turismo","Dona","Passatger",20,"Ferit lleu",4581979.47,429951.15
"439",2,9,169409,"0411 0411","Dijous",2015,"Novembre",12,1,"No és causa del  vianant","Motocicleta","Dona","Passatger",35,"Ferit lleu",4581209.41,429175.37
"440",2,9,169409,"0411 0411","Divendres",2015,"Octubre",2,1,"No és causa del  vianant","Taxi","Dona","Passatger",48,"Ferit lleu",4581209.41,429175.37
"443",2,9,184402,"0015 0021","Dimecres",2015,"Desembre",23,9,"No és causa del  vianant","Motocicleta","Dona","Passatger",32,"Ferit lleu",4581125.15,429001.52
"444",2,8,23403,"0111 0111","Dimarts",2015,"Novembre",17,11,"No és causa del  vianant","Motocicleta","Dona","Conductor",22,"Ferit lleu",4582690.77,429525.96
"450",2,8,191204,"0196 0196","Dimarts",2015,"Desembre",22,8,"No és causa del  vianant","Ciclomotor","Dona","Conductor",26,"Ferit lleu",4582608.89,429680.85
"451",2,8,363809,"0057 0057","Dilluns",2015,"Juny",8,8,"No és causa del  vianant","Motocicleta","Dona","Conductor",42,"Ferit lleu",4581854.09,429784.07
"452",2,8,363809,"0059 0059","Dissabte",2015,"Febrer",28,8,"No és causa del  vianant","Autobús","Dona","Passatger",43,"Ferit lleu",4581854.09,429784.07
"453",2,7,31300,"0133 0133","Divendres",2015,"Octubre",2,2,"No és causa del  vianant","Motocicleta","Dona","Conductor",38,"Ferit lleu",4583525.22,430580.47
"456",2,7,191204,"0318 0324","Dimecres",2015,"Juliol",29,1,"No és causa del  vianant","Motocicleta","Dona","Passatger",21,"Ferit lleu",4583467.95,430555.98
"457",2,7,191204,"0318 0324","Dimecres",2015,"Juliol",29,1,"No és causa del  vianant","Motocicleta","Dona","Conductor",19,"Ferit lleu",4583467.95,430555.98
"459",2,7,191204,"0336 0336","Dimecres",2015,"Març",18,3,"No és causa del  vianant","Ciclomotor","Dona","Conductor",23,"Ferit lleu",4583551.71,430641.46
